51.011073	99.643290	1.021437
51.010968	100.055643	0.055432
51.165725	99.540491	0.765770
51.140429	99.694726	0.639467
51.140762	99.797473	0.362081
51.192094	99.694443	0.126831
51.179170	99.771275	-0.035278
51.179561	99.822911	-0.481709
51.205003	99.771245	-0.909419
51.205399	99.822911	-0.878406
51.269373	99.540504	0.244440
51.243761	99.693911	0.019494
51.244188	99.797056	-0.683875
51.295787	99.693724	-0.372180
51.282969	99.771244	-0.479958
51.277063	99.810000	-0.958711
51.277083	99.835833	-1.984097
51.286249	99.803749	-0.876754
51.286251	99.816669	-1.456329
51.292917	99.803737	-1.128472
51.292917	99.816251	-1.782264
51.290002	99.835833	-2.350778
51.309169	99.771245	-0.754017
51.299584	99.803749	-1.539093
51.299584	99.816669	-2.174877
51.305834	99.803738	-1.835106
51.306241	99.816251	-2.422932
51.302916	99.835833	-2.660971
51.312082	99.803749	-1.801977
51.312084	99.816669	-2.501435
51.318751	99.803737	-1.984336
51.318751	99.816251	-2.781282
51.315835	99.835833	-2.967768
51.127503	99.874577	0.394412
51.127915	99.926243	0.093718
51.147084	99.861666	0.338586
51.147084	99.887499	-0.198106
51.160001	99.861666	-0.456044
51.160409	99.887499	-0.556979
51.153764	99.926243	-0.705397
51.140841	100.004144	-0.184156
51.192532	99.900389	-0.983561
51.192924	100.004168	-0.504229
51.140833	100.107499	-0.041844
51.127503	100.184971	-0.109180
51.127503	100.236641	0.627101
51.153336	100.185420	-0.010030
51.153336	100.237090	0.491717
51.192546	100.107943	-0.079807
51.179556	100.185420	-0.034120
51.179170	100.237090	1.056936
51.205410	100.185420	0.164249
51.198752	100.224169	0.479927
51.198725	100.250002	1.549121
51.211667	100.224168	0.441892
51.211252	100.250002	1.476189
51.231669	99.874966	-0.756841
51.231669	99.926647	-1.061904
51.257502	99.874577	-1.371637
51.257502	99.926244	-1.634235
51.225414	99.965412	-0.748803
51.225417	99.991248	-0.776314
51.237919	99.964998	-1.326994
51.238335	99.991248	-1.293102
51.225417	100.017500	-0.700550
51.225413	100.043333	-0.376355
51.238335	100.017500	-1.120300
51.237919	100.043333	-1.115913
51.257503	99.978327	-1.495699
51.257502	100.030421	-1.519951
51.296261	99.900389	-2.652285
51.283336	99.978327	-2.242455
51.283336	100.030007	-2.541673
51.302914	99.965411	-2.976914
51.302916	99.991248	-3.109849
51.315418	99.964998	-3.561764
51.315835	99.991248	-3.828985
51.309169	100.030421	-3.440017
51.231669	100.082088	-0.424649
51.231669	100.133754	-0.079649
51.257502	100.082088	-1.088572
51.257502	100.133754	-0.587866
51.231272	100.185421	0.131261
51.224585	100.224169	0.747554
51.224559	100.250002	1.283207
51.237500	100.224168	0.731383
51.237085	100.250002	1.434219
51.257125	100.185421	-0.216021
51.250418	100.224169	0.476540
51.247084	100.243336	1.342885
51.247084	100.256249	1.797058
51.253750	100.243752	1.059798
51.252083	100.253334	1.719782
51.251249	100.257916	1.900751
51.252916	100.257916	1.825932
51.255417	100.253748	1.623921
51.254583	100.257918	1.829947
51.256250	100.258331	1.706416
51.263742	100.224169	0.247509
51.260415	100.243336	1.024002
51.258749	100.252918	1.443043
51.257917	100.261250	0.000000
51.259167	100.261250	0.000000
51.261667	100.252918	1.334391
51.260416	100.261250	0.000000
51.262083	100.261250	0.000000
51.266261	100.243752	1.052248
51.264584	100.253334	1.105458
51.264583	100.259583	0.000000
51.267084	100.252083	1.084916
51.268749	100.252083	1.069263
51.268749	100.255417	0.000000
51.267915	100.258758	0.000000
51.277083	100.069166	-1.778530
51.277074	100.094999	-1.232007
51.290002	100.069166	-2.268279
51.289585	100.094999	-1.882040
51.283336	100.133754	-1.359745
51.302916	100.069166	-3.056123
51.302907	100.094999	-2.268573
51.315835	100.069576	-3.348673
51.315419	100.095415	-2.641367
51.302916	100.120832	-1.942377
51.302902	100.146665	-2.007340
51.315835	100.121256	-2.776317
51.315418	100.147096	-2.906500
51.283336	100.185420	-0.894510
51.276268	100.223337	0.061608
51.272917	100.241249	0.993472
51.271250	100.250000	1.153577
51.271249	100.256249	0.000000
51.273750	100.248749	1.124815
51.275417	100.248749	0.769935
51.275417	100.252083	0.000000
51.274582	100.255424	0.000000
51.279585	100.241665	0.857398
51.279581	100.252087	0.070264
51.286249	100.217083	-0.486580
51.286249	100.229168	0.108090
51.292917	100.217503	-0.744742
51.292917	100.229584	-0.088335
51.289576	100.244168	0.509970
51.302916	100.172498	-1.824400
51.302896	100.198335	-1.432369
51.315835	100.173336	-2.573979
51.315419	100.198777	-2.059442
51.299584	100.217919	-0.857709
51.299584	100.230832	-0.004606
51.306250	100.217919	-0.816473
51.306250	100.231236	-0.086527
51.299582	100.243743	0.279862
51.306238	100.243749	0.171830
51.305834	100.253745	-0.008250
51.307917	100.253750	-0.349445
51.307083	100.258749	-0.386842
51.308334	100.258751	-1.017293
51.312918	100.218738	-1.089505
51.312500	100.231253	-0.387849
51.319166	100.218750	-1.545010
51.318751	100.231667	-1.037509
51.312083	100.244568	0.033370
51.310417	100.253750	-0.779575
51.309584	100.258751	-1.424500
51.311251	100.258751	-1.619497
51.311251	100.262085	-1.855151
51.313749	100.253752	-1.357389
51.313749	100.260418	-2.326184
51.318751	100.244584	-0.659699
51.317083	100.254166	-1.585384
51.316250	100.258751	-2.418703
51.316250	100.262085	-2.934107
51.317917	100.258751	-2.569672
51.317917	100.262085	-3.240509
51.319584	100.252914	-1.264093
51.319584	100.256248	-2.040012
51.321251	100.252914	-0.921934
51.321251	100.256248	-1.832478
51.319584	100.259167	-2.661025
51.321251	100.259583	-2.632071
51.321251	100.262501	-3.159105
50.973334	100.274020	0.767100
50.919582	100.641405	0.489411
50.919583	100.662501	0.455309
50.932917	100.653748	0.000000
50.935417	100.656672	0.000000
50.932083	100.659580	2.521238
50.932081	100.662083	1.930632
50.934584	100.662083	1.125195
50.940000	100.660445	0.049751
50.934168	100.665417	1.021372
50.934168	100.670418	0.795975
50.938334	100.666668	1.912522
50.941668	100.664166	-0.000000
50.942083	100.666248	-0.000000
50.937916	100.669582	0.502845
50.939583	100.668751	1.581816
50.938334	100.671665	0.802279
50.945833	100.665446	-0.000000
50.945417	100.668751	0.000000
50.947500	100.669167	0.000000
50.947084	100.671665	0.110329
50.951666	100.671255	0.000000
51.037917	100.276560	0.775496
51.033751	100.293695	1.481034
51.053749	100.293801	1.682374
